,Titles,Links,Author,Content
170,Lung pain when laying propped up with a pillow,https://connect.mayoclinic.org/discussion/lung-pain-when-laying-propped-up-with-a-pillow/,kennedyakelly @kennedyakelly,So I have had Covid twice and after the first time I developed it I noticed when I lay in bed on my back with my body slightly propped up I get a horrible sharp pain in my lungs when I try to breath deep. I don’t struggle with it outside of this position but I just find it really odd and I’m wondering if it’s like from damaged lung tissue but like I said I don’t get any lung pain outside of when I lay down on my back propped up. Covid wasn’t super bad for me just felt like the flu and I’ve gotten many lung X-rays since then that are clear so I don’t know what this could be from. I’m also 23 years old and have never smoked or vaped!
171,Muscles misery post covid,https://connect.mayoclinic.org/discussion/muscles-misery-post-covid/,pixiekitty @pixiekitty,"It's been two year since I has covid. During the ten days, I only had fever for a few hours.   Day 25 I had asthmatic bronchitis for three weeks.  Then, I needed oxygen due to low O2 state of 82 to 88.  Then, Euglycemic Diabetic Keto acidosis.   Since that day my muscles have twitched, cramped, hurt and feel like they are coming off my skeletal frame.  Anyone else? Still on oxygen two years later. "
172,NAC supplement?,https://connect.mayoclinic.org/discussion/nac-supplement/,libbyh @libbyh,A friend of mine suggested the supplement NAC (N-acetylcysteine) for my long Covid. I have never heard of it. Has anyone tried this?
173,Lupus flairs from covid ,https://connect.mayoclinic.org/discussion/lupus-flairs-from-covid/,mojo1372 @mojo1372,Had Covid twice the first time it did not make my skin Lupus flare but the second time it did . The night I got ill  I got the butterfly rash across my face  it was very red and my skin was burning hot same with my chest that is usually where I get lupus flairs my skin was red and  burning hot to the touch  that lasted for about 4 – 6 hours.
174,Any research on low-dose naltrexone?,https://connect.mayoclinic.org/discussion/any-research-on-low-dose-naltrexone/,ericy210 @ericy210,"I’ve seen a few references the past couple of weeks of people being described low doses of naltrexone to help with long Covid. It’s usually used to reduce alcohol and drug craving.
Anyone have any concrete research on it?  Thanks. "
175,Catching Covid-19 and Immunosuppressed,https://connect.mayoclinic.org/discussion/catching-covid-19-and-immunosuppressed/,bosco17 @bosco17,"Caught Covid -19 about 2 months ago . I cant seem to shake the virus symptoms while testing negative . I still get sinus headaches, minor scratchy throat and  fatigue.
On 720mg of MPA daily. Any suggestions on how to shake these lagging symptoms?"
176,Post Covid Symptoms ,https://connect.mayoclinic.org/discussion/post-covid-symptoms-4/,bjhamblin @bjhamblin,"I got covid in March of 2020. It was really bad and I was ill for approximately 3 weeks with a fever ranging from 102-105. My oxygen intake was low. I’ve had asthma all of my life but it’s always been moderate. I used my nebulizer while sick although they told me not to, it improved my breathing. After covid I can’t quite catch my breath. I feel like I’m always struggling and can’t be as active as I want to be. Has anyone else experienced this problem?"
177,Rhabdomylosis due to Covid ,https://connect.mayoclinic.org/discussion/rhabdomylosis-due-to-covid/,carmenwright69 @carmenwright69,Everyone in house got Covid but I started with severe compartmental swelling with weakness and fire pain in frontal muscles.  I could stand up from sitting nothing helped pain except ice packs. High CK level 9800 when finally got in to see a doc. Found another lady that had it also 
178,Eye Exam post acute Covid phase?,https://connect.mayoclinic.org/discussion/eye-exam-post-acute-covid-phase/,tiredmommy @tiredmommy,"I scheduled an eye exam as it’s time for my annual visit. However, it’s very good timing as during my acute Covid phase I had a lot of eye issues. Some of the eye issues included: pink eye (I believe, not officially diagnosed), eye dust that was very hard and secreting constantly into eye corners, eye lids very droopy, eye lids secreting oil, lots of sinus pressure that I actually got a black eye from accidentally pressing too hard to remove hard crusted eye dust (did go to ER to test for platelet issues as dr was worried how I could bruise so easily but blood work was fine; not sure if that was a side effect of paxlovid or not), and twitching around eye."
179,COVID pneumonia Decreased gas exchange capacity How can this be cured?,https://connect.mayoclinic.org/discussion/recovering-covidpneumonia/,sandraturnbull @sandraturnbull,"covid/pneumonia onset 1/2/22 to 1/21/22, 83 yrs old.  I have a little breathing problem left when in motion but not when sitting.  My doctor ran some tests and the report came back saying severely decreased gas exchange capacity.  How can this be cured? What kind of a doctor do I see about this and what does decreased gas exchange capacity mean?"
180,Any clinical research - long Covid + flu shot,https://connect.mayoclinic.org/discussion/any-clinical-research-long-covid-flu-shot/,ericy210 @ericy210,"Again, I have no medical evidence or doctor that can recommend if I, with long Covid screwed up blood and a brain that’s mush, should or should get a flu shot.  "
181,Swallowing difficulties,https://connect.mayoclinic.org/discussion/swallowing-difficulties/,catrina @catrina,I've been diagnosed with covid long haulers. This is my second out with covid. I am now experiencing severe swallowing problems. I've been scheduled for it and EGD and esophageal manometry test and now they're going to send me to speech therapy. I'm not only joking on my food but when I go to swallow nothing happens. My gastro doctor thinks that this could be a viral neurological effect from the covid.
182,"Increasing anger, impatience, grumpiness and brain fog after 2.5 years",https://connect.mayoclinic.org/discussion/increasing-anger-impatience-grumpiness-and-brain-fog-after-2-5-years/,jazzygirl5 @jazzygirl5,Hi fellow covid kids 
183,Anyone else hitting cardio levels (on Fitbit) when doing simple tasks?,https://connect.mayoclinic.org/discussion/cardio-when-doing-simple-things/,baker00l @baker00l,"For those of you that use a Fitbit and who seem to hit cardio level when doing simple tasks like standing or cooking. (AND who do not have POTS)
Taking the advice of my PT and OT therapists, I track both zone and cardio minutes using my Fitbit watch with Premium each day. When my heart rate hits a predetermined level (for me it is 100bpm), I immediately sit down and do belly breathing.  After one month of modifying my actions, I am now able to reliably control my heart rate!! And I am able do start doing more. 😁
**The minutes below are doing normal daily tasks. I have not yet begun exercise. **
I populated my zone and cardio minutes in a spreadsheet. In the last 4 weeks BOTH weekly values have gone down!!
Zone minutes from 700 per week to 574 per week
Cardio minutes from 252 per week to 143 per week!! Using my fitbit to know when to sit (when HR reaches 100), has made a LOT of difference!😁
Hoping this means my body is slowly returning to normal."
184,Covid 19 antibiotics ,https://connect.mayoclinic.org/discussion/covid-19-antibiotics/,lucychristine46 @lucychristine46,Has anyone used either of these meds when tested positive for Covid 19 virus ?
185,"Overwhelming fatigue, constant nausea, short of breath on exertion ",https://connect.mayoclinic.org/discussion/overwhelming-fatigue-constant-nausea-short-of-breath-on-exertion/,joansmurphy @joansmurphy,"I got Covid last Thanksgiving. For months I slept 16-20 hours a day. Now a more manageable 8-12 but I am exhausted. I can only do simple tasks due to the shortness of breath (sob) which is s l o w l y improving. I’ve been going to physical therapy (PT) 3x/week for months. I did not lose my sense of smell but have constant nausea. Most things taste terrible & mostly I prefer cold food. I’ve lost 35 lbs. Probiotics made me twice as nauseous. I have physicians who are internal medicine, pulmonary, neuro, GI, psych & rheumotology. My physical therapist is the only person who seems to understand how debilitating this is. Any thoughts or suggestions would be appreciated. "
